💥央视高清,#genre#
南方卫视[1920],rtsp://183.59.70.73:554/PLTV/88888905/224/3221230001/10000100000000060000000011293289_0.smil?zoneoffset=480&icpid=1111116&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7EiKe-NYf8wqbfEoP3btv9QA%7EcTgwUiuxQssvRF06N32M0KfvZmS0JG0rj5JCqzbhbPQnRgsDroA9zfjO8sqbKQOyoMOYl9C6X5s1q_soi6nnITR-eljooL-JfajvDiqIcSg~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20201118191457%2C23789887%2C113.117.62.188%2C20201118191457%2C02000006000000052020101699000001%2C2378988720201118191456%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601&from=187&hms_devid=73225&online=1605706102
南方卫视[1280],http://zb.688768.xyz/jiudian/jddb.php?playurl=http://120.84.96.222:808/hls/119/index.m3u8
南方卫视[1920],http://fxhack.f3322.org:8000/udp/239.77.0.215:5146
南国都市[1920],https://aplay.gztv.com/sec/shenghuos.m3u8
南国都市[1920],https://aplay.gztv.com/sec/shenghuos.flv
南国都市[1920],http://ye23.win/iptv/gztv.php?id=shenghuo?
南国都市[1920],http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
阳江1[1920],https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
阳江2[1920],https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
阳江综合[1920],https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
阳江综合[1280],https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江公共[1920],https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
阳江公共[1280],https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
芒果TV[1920],http://39.135.55.7:6610/PLTV/88888888/224/3221226692/index.m3u8?servicetype=1&IASHttpSessionId=OTT
芒果TV[1920],http://39.135.55.72:6610/PLTV/88888888/224/3221226692/index.m3u8?servicetype=1&IASHttpSessionId=OTT
星光大道[1280],https://hls.cntv.myhwcdn.cn/asp/hls/2000/0303000a/3/default/a6c58a45cd0545378b2b29454a350689/2000.m3u8

💦精彩港澳,#genre#
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://39.135.55.72:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰资讯,http://58.247.68.5:61985/hlsok/2c3cc674/index.m3u8
凤凰资讯,http://183.207.249.35/PLTV/3/224/3221226923/index.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://39.135.55.72:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
无线新闻,http://live.cooltv.top/tv/tvb.php?id=1
无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
无线新闻,http://hls.dszbdq.cn/d/wxtv2.php?id=1
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/playlist.m3u8
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/95ea73e414b14b7ea6406050a5293f17/playlist_ssaiM.m3u8
无线直播,http://jvc.ueuo.com/kds/tvbhdxw.php?id=3
now新闻[1280],http://51.222.193.142:10011/9
now直播[1280],http://51.222.193.142:10011/8
中天新闻,http://60.251.59.180:8504/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
東森新闻,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8
东森LIVE,http://104.160.42.97:9500/live.m3u8?c=8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
三立iNEWS,http://104.160.42.97:9500/live.m3u8?c=9
台视新闻,http://104.160.42.97:9500/live.m3u8?c=11
民视新闻,http://104.160.42.97:9500/live.m3u8?c=12
BBC,http://vips-livecdn.fptplay.net/sdb/bbcnew_2000.stream/chunklist_b500000.m3u8
BBC,https://livecdn.fptplay.net/sdb/bbcnew_2000.stream/chunklist_b2500000.m3u8
CNN,https://cnn-cnninternational-1-gb.samsung.wurl.com/manifest/playlist_1280x720_3000k.m3u8
CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
CNA,,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
NBS Korea,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
A3Bikini,https://vcnbikininetwork.teleosmedia.com/stream/bikininetwork/a3bikini/playlist.m3u8
Global Fashion,https://vcngfcssai.teleosmedia.com/linear/globalfashionchannel/globalfashionchannel/playlist.m3u8
ID Fashion,https://idfashion.cdn-02.cosmonova.net.ua/hls/idfashion_ua_hi/index.m3u8
ID Fashion,https://idfashion.cdn-03.cosmonova.net.ua/hls/idfashion_ua_hi/index.m3u8
Sexy K-Pop,https://srv1.zcast.com.br/kpoptv/kpoptv/playlist.m3u8

🌳代理频道,#genre#
凤凰资讯,https://ytb.52sf.ga/jmsytb.m3u8?c=42
凤凰中文,https://ytb.52sf.ga/jmsytb.m3u8?c=19
中天新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=1
TVBS新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=45
東森新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=9
三立iNEWS,https://ytb.52sf.ga/jmsytb.m3u8?c=17
中視新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=8
民視新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=3
台視新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=6
寰宇新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=15
鏡新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=20
东森速報,https://ytb.52sf.ga/jmsytb.m3u8?c=21
CNA,https://ytb.52sf.ga/jmsytb.m3u8?c=31
NBC,https://ytb.52sf.ga/jmsytb.m3u8?c=33
Sky News,https://ytb.52sf.ga/jmsytb.m3u8?c=11
ABCNews,https://ytb.52sf.ga/jmsytb.m3u8?c=7
ABCNewsAU,https://ytb.52sf.ga/jmsytb.m3u8?c=23
BloombergNews,https://ytb.52sf.ga/jmsytb.m3u8?c=14
半岛新闻,https://ytb.52sf.ga/jmsytb.m3u8?c=2
TVBSHD,https://ytb.52sf.ga/jmsytb.m3u8?c=5
三立海外,https://ytb.52sf.ga/jmsytb.m3u8?c=10
FRANCE 24,https://ytb.52sf.ga/jmsytb.m3u8?c=13
ANN News,https://ytb.52sf.ga/jmsytb.m3u8?c=16
DW News,https://ytb.52sf.ga/jmsytb.m3u8?c=18
ENGLISH SPEECH,https://ytb.52sf.ga/jmsytb.m3u8?c=22
MBC News,https://ytb.52sf.ga/jmsytb.m3u8?c=24
KBS Kr,https://ytb.52sf.ga/jmsytb.m3u8?c=25
GTVDrama2,https://ytb.52sf.ga/jmsytb.m3u8?c=26
华视综艺,https://ytb.52sf.ga/jmsytb.m3u8?c=34
靖天电视,https://ytb.52sf.ga/jmsytb.m3u8?c=41

🌺精彩音乐,#genre#
斗鱼音乐[1920],http://maomao.kandiantv.cn/douyu1.php?id=9588891
斗鱼音乐[1920],http://qytv.win86.top/tv/dytv.php?id=9588891
斗鱼音乐[1920],http://epg.112114.xyz/douyu/9588891
虎牙音乐榜[1920],http://txtest-xp2p.p2p.huya.com/src/1099531740260-1099531740260-86382461021323264-2199063603976-10057-A-0-1.xs
虎牙新歌速递[1920],http://121.51.249.8/txdirect.hls.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1.m3u8
虎牙音乐[1280],http://txtest-xp2p.p2p.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1.xs
华语点歌[1920],http://qytv.win86.top/tv/dytv.php?id=3186217&type=.flv
JAY歌曲轮播[1920],http://maomao.kandiantv.cn/douyu1.php?id=7537296
YY音乐,http://luotuo.ycchenrong.cn/dl/yy.php?id=54880976
YY舞蹈,http://luotuo.ycchenrong.cn/dl/yy.php?id=22490906
YY舞蹈,http://mmitv.top/pltv/yy.php?id=22490906
kpop女团[1920],http://qytv.win86.top/tv/dytv.php?id=329667
Sone少女时代[1920],http://qytv.win86.top/tv/dytv.php?id=211561
MTV音乐tPop[1280],http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
人鱼海底的世界1[1280],https://vd2.bdstatic.com/mda-nabmqt9j0extu3dy/720p/h264_delogo/1642001161483437215/mda-nabmqt9j0extu3dy.mp4
人鱼海底的世界2[1280],https://vd2.bdstatic.com/mda-nae9xc4a04hp5dq7/720p/h264_delogo/1642230277381316613/mda-nae9xc4a04hp5dq7.mp4
人鱼海底的世界3[1280],https://vd2.bdstatic.com/mda-naebc8j88uzt268d/720p/h264_delogo/1642233851818130323/mda-naebc8j88uzt268d.mp4
大风吹DJ[1920],https://vdse.bdstatic.com//7002925e04c4c451cfa8aafc9b4190c7.mp4
拈花一笑DJ[1920],https://vdse.bdstatic.com//c2deba4d320384736569e542ac531aff.mp4
驼铃DJ版[1920],https://vdse.bdstatic.com//32366fcdc5f95486daaebcc32bec1135.mp4
粤语老歌[1920],https://vdse.bdstatic.com//06c6164d2434f16bca0da3e4d37c06b5.mp4
经典老歌DJ[1920],https://vdse.bdstatic.com//f203048340fe15016fbec9a72905680d.mp4
5首酒吧DJ[1920],https://vdse.bdstatic.com//0e59c29ddbc68ed60dce8a6f4631c1f1.mp4
2021最火DJ[1920],https://vd2.bdstatic.com/mda-mkt3fn5x0n4r4c3e/1080p/cae_h264/1638148098177910788/mda-mkt3fn5x0n4r4c3e.mp4
2021伤感DJ[1920],https://vd3.bdstatic.com/mda-mm22yqdmb1gc40g2/1080p/cae_h264/1638533583866091090/mda-mm22yqdmb1gc40g2.mp4
2021中文DJ[1920],https://vd3.bdstatic.com/mda-mkp3aqpf8f57j32h/1080p/cae_h264/1637758098483953100/mda-mkp3aqpf8f57j32h.mp4
中文情歌DJ[1920],https://vd3.bdstatic.com/mda-mkp3mfzxpcbnhyfq/1080p/cae_h264/1637774790230507826/mda-mkp3mfzxpcbnhyfq.mp4
走心的DJ[1920],https://vd2.bdstatic.com/mda-mkt3jeejazgx4029/1080p/cae_h264/1638071197499675062/mda-mkt3jeejazgx4029.mp4
好听车载DJ[1920],https://vd3.bdstatic.com/mda-mks3ibbpuibdfd1j/1080p/cae_h264/1637986212892724668/mda-mks3ibbpuibdfd1j.mp4
情歌DJ[1920],https://vd4.bdstatic.com/mda-mm2a4b4fa3n3xxne/1080p/cae_h264/1638528977738364525/mda-mm2a4b4fa3n3xxne.mp4
最劲爆DJ[1280],https://vd4.bdstatic.com/mda-mkn3v4dcctmpfq4t/720p/h264/1637635855571512746/mda-mkn3v4dcctmpfq4t.mp4
酒吧火爆DJ[1920],https://vd2.bdstatic.com/mda-mkn41ki5inq5stvx/1080p/cae_h264/1637672224689430265/mda-mkn41ki5inq5stvx.mp4
酒吧治愈DJ[1920],https://vd2.bdstatic.com/mda-mkp3gnx3hmqq1udq/1080p/cae_h264/1637725008931335423/mda-mkp3gnx3hmqq1udq.mp4
经典情歌DJ[1920],https://vd3.bdstatic.com/mda-mkg7jeg9tz7ims28/1080p/cae_h264/1637130134708298199/mda-mkg7jeg9tz7ims28.mp4
阿悠悠DJ[1920],https://vd3.bdstatic.com/mda-mki1g7dwh7vcgntm/1080p/cae_h264/1637285641181400522/mda-mki1g7dwh7vcgntm.mp4
加长版DJ[1920],https://vd4.bdstatic.com/mda-mm22ufp71pkqvhbi/1080p/cae_h264/1638525151256082714/mda-mm22ufp71pkqvhbi.mp4
舞曲DJ[1920],https://vd2.bdstatic.com/mda-mkv3bzuaamg282dc/1080p/cae_h264/1638242657112981200/mda-mkv3bzuaamg282dc.mp4
酒吧DJ[1920],https://vd2.bdstatic.com/mda-mks3k1yf8kmfa6k8/1080p/cae_h264/1637999237342788005/mda-mks3k1yf8kmfa6k8.mp4
经典DJ[1920],https://vd2.bdstatic.com/mda-mkg7m3tbhhjth313/1080p/cae_h264/1637129837582814069/mda-mkg7m3tbhhjth313.mp4
夜夜夜漫长DJ[1920],https://vd4.bdstatic.com/mda-mkk316c3kirqby8f/1080p/cae_h264/1637462111922773654/mda-mkk316c3kirqby8f.mp4
夜难眠DJ[1920],https://vd3.bdstatic.com/mda-mh5hwg99vtp777bj/1080p/cae_h264/1628420576290088489/mda-mh5hwg99vtp777bj.mp4
无味DJ[1920],https://vd3.bdstatic.com/mda-mgqiagirsmmpuarm/1080p/cae_h264/1627218846577884242/mda-mgqiagirsmmpuarm.mp4
洗脑神曲DJ[1920],https://vd4.bdstatic.com/mda-mkudm4eq9p8p3u86/1080p/cae_h264/1638196517038845775/mda-mkudm4eq9p8p3u86.mp4
超然舞曲DJ[1920],https://vd2.bdstatic.com/mda-mmp5b0zgjsnf1kju/1080p/cae_h264/1640329278825325083/mda-mmp5b0zgjsnf1kju.mp4
情感舞曲DJ[1280],https://vd2.bdstatic.com/mda-mmqeht2wdi5pqw7p/720p/h264/1640428885780907475/mda-mmqeht2wdi5pqw7p.mp4
DJ最美不过你的微笑[1280],https://vd4.bdstatic.com/mda-mhs2qjdmkjz2rb7g/sc/cae_h264/1630029534870787600/mda-mhs2qjdmkjz2rb7g.mp4
DJ我们不再是从前[1920],https://vd2.bdstatic.com/mda-mhne550wq5m66zvj/1080p/cae_h264/1629803514331462220/mda-mhne550wq5m66zvj.mp4
DJ版时间会知道你好不好[1920],https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4
DJ版一个人挺好[1920],https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
DJ版原谅你的谎[1920],https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4
DJ版真的为你哭了[1920],https://vd2.bdstatic.com/mda-me5chwexudvzcayg/fhd/cae_h264_nowatermark/1620297137821103617/mda-me5chwexudvzcayg.mp4
DJ版精选8首[1920],https://vdse.bdstatic.com//0ac0c7446ae226121af41b2b4e375ae3.mp4
DJ情歌6首[1920],https://vdse.bdstatic.com//c9e449d2db0a3fa5f6a8afafbc43fbdc.mp4
DJ舞曲[1920],https://vdse.bdstatic.com//1fc9fd16e02ca272bb81666b85bf4135.mp4
DJ音乐舞曲《一千个轮回》[1920],https://vd4.bdstatic.com/mda-mdu1939m1muvhme3/1080p/cae_h264/1619662287022848524/mda-mdu1939m1muvhme3.mp4
一夜火爆DJ舞曲[1920],https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
EXID-Ah Yeah[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg1J_-4gUouJjNQw.mp4
EXID-Every Night[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgz-qc4gUo4vj-tQY.mp4
EXID-L.I.E[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg2abB4gUohpLdxAQ.mp4
EXID-UP&DOWN[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgzMnG4gUoroOQgQU.mp4
EXID-上下(中文版)[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgtd6M9QUokpHf7AY.mp4
NATURE女团《Girls》[1920],https://vd2.bdstatic.com/mda-kgwsux6w8bbzexas/v1-cae/1080p/mda-kgwsux6w8bbzexas.mp4
Girls Generation-DIVINE[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgho7o5QUoyr2cggE.mp4
Girls Generation-Mr.Mr[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgorq64gUozOXcXA.mp4
Girls Gone Wild[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgjd2w4gUou--ljQE.mp4
LISA舞蹈[1280],https://vd4.bdstatic.com/mda-kgnpbfj52ksr859i/sc/mda-kgnpbfj52ksr859i.mp4
忘川彼岸[1920],https://vd3.bdstatic.com/mda-mkaiesaicxv6h158/1080p/cae_h264/1636636849599734272/mda-mkaiesaicxv6h158.mp4
西海情歌[1920],https://vd2.bdstatic.com/mda-mk59v6kzcs6qirx9/fhd/cae_h264_nowatermark/1636183117989984642/mda-mk59v6kzcs6qirx9.mp4
夜夜夜漫长[1920],https://vd2.bdstatic.com/mda-mk59xceugf45yrvp/fhd/cae_h264_nowatermark/1636183444438555542/mda-mk59xceugf45yrvp.mp4
可可托海的牧羊人[1920],https://vd2.bdstatic.com/mda-mkfgtq62q33pz10w/1080p/cae_h264/1637065163746207210/mda-mkfgtq62q33pz10w.mp4
好听情歌[1920],https://vd4.bdstatic.com/mda-mmakx7x0npge96qg/1080p/cae_h264/1639235961606218120/mda-mmakx7x0npge96qg.mp4
酒醉的情歌[1920],https://vd2.bdstatic.com/mda-mk9gh1x8myr61npm/1080p/cae_h264/1636545736176997935/mda-mk9gh1x8myr61npm.mp4
醉人的情歌[1920],https://vd2.bdstatic.com/mda-mm6i5qvd0xpfguxd/1080p/cae_h264/1638971975717788839/mda-mm6i5qvd0xpfguxd.mp4
经典情歌[1920],https://vd3.bdstatic.com/mda-mkehz8ujsv768vvn/1080p/cae_h264/1636984339449642490/mda-mkehz8ujsv768vvn.mp4
网络情歌[1920],https://vd2.bdstatic.com/mda-mkjjad3xk8c2cyen/1080p/cae_h264/1637418648444097070/mda-mkjjad3xk8c2cyen.mp4
感人情歌[1920],https://vd4.bdstatic.com/mda-mkpib7jxjgtvmpbg/1080p/cae_h264/1637768525158120306/mda-mkpib7jxjgtvmpbg.mp4
DJ情歌[1920],https://vd4.bdstatic.com/mda-mkria8ujkbye1nzf/1080p/cae_h264/1637953113380088788/mda-mkria8ujkbye1nzf.mp4
梦里水乡[1920],https://vd2.bdstatic.com/mda-mm0hkf1ie9q1k5ki/1080p/cae_h264/1638435237898980160/mda-mm0hkf1ie9q1k5ki.mp4
红尘情歌[1920],https://vd3.bdstatic.com/mda-mm0hdxng2j7ug0im/1080p/cae_h264/1638405126158542178/mda-mm0hdxng2j7ug0im.mp4
催泪情歌[1920],https://vd2.bdstatic.com/mda-mkaifbvt71i0n1en/1080p/cae_h264/1636637143143343690/mda-mkaifbvt71i0n1en.mp4
冲动的惩罚[1920],https://vd2.bdstatic.com/mda-mm3ba1cu0m0uhim1/1080p/cae_h264/1638627032388773831/mda-mm3ba1cu0m0uhim1.mp4
酒醉的蝴蝶[1280],https://vd4.bdstatic.com/mda-mm6hrmrrxfzv4gqz/720p/h264/1638880600356230653/mda-mm6hrmrrxfzv4gqz.mp4
草原歌曲[1920],https://vd3.bdstatic.com/mda-mkcks7rhfaibufcg/1080p/cae_h264/1636815887725102733/mda-mkcks7rhfaibufcg.mp4
DJ情歌醉人[1920],https://vd3.bdstatic.com/mda-mmq2qww7y4e8e969/1080p/cae_h264/1640410044552779385/mda-mmq2qww7y4e8e969.mp4
喝下孟婆一碗汤DJ[1920],https://vd2.bdstatic.com/mda-mmt1exjt56vhig47/1080p/cae_h264/1640659693303535541/mda-mmt1exjt56vhig47.mp4
别再让我等太久DJ[1920],https://vd4.bdstatic.com/mda-mms2f054ip9b0vtu/1080p/cae_h264/1640571673927098331/mda-mms2f054ip9b0vtu.mp4
喝不醉的酒是伤心的泪DJ[1920],https://vd4.bdstatic.com/mda-mmr2na9nxaszdsb3/1080p/cae_h264/1640486177449857973/mda-mmr2na9nxaszdsb3.mp4
不后悔爱过你DJ[1920],https://vd2.bdstatic.com/mda-mmp38d8vp5pe1qz3/1080p/cae_h264/1640350926108547814/mda-mmp38d8vp5pe1qz3.mp4
我要找到你DJ[1920],https://vd4.bdstatic.com/mda-mmp38d9c2c7wbqs0/1080p/cae_h264/1640326902614183108/mda-mmp38d9c2c7wbqs0.mp4
绝望DJ[1920],https://vd2.bdstatic.com/mda-mmn23wz3wardav7c/1080p/cae_h264/1640232111629031531/mda-mmn23wz3wardav7c.mp4
爱情盗贼DJ[1920],https://vd2.bdstatic.com/mda-mmn23wpdvitp6qes/1080p/cae_h264/1640279864293786569/mda-mmn23wpdvitp6qes.mp4
梦里的女神DJ[1920],https://vd2.bdstatic.com/mda-mm032wfdjyk6bx26/1080p/cae_h264/1638354084783316884/mda-mm032wfdjyk6bx26.mp4
忘川河上DJ[1920],https://vd2.bdstatic.com/mda-mku37g3hydxduw9s/1080p/cae_h264/1638155979871724983/mda-mku37g3hydxduw9s.mp4
鹰歌雁舞DJ[1920],https://vd2.bdstatic.com/mda-mku334dn3zayamf7/1080p/cae_h264/1638159702978214571/mda-mku334dn3zayamf7.mp4
眼泪爱上了心碎DJ[1920],https://vd4.bdstatic.com/mda-mm136kb45i7xej40/1080p/cae_h264/1638439953302703357/mda-mm136kb45i7xej40.mp4
北方北方DJ[1920],https://vd4.bdstatic.com/mda-mm139j1gmm5541bs/1080p/cae_h264/1638439871459355147/mda-mm139j1gmm5541bs.mp4
想你的时候很孤单DJ[1920],https://vd3.bdstatic.com/mda-mm22pm3x6iep0i0t/1080p/cae_h264/1638531425049625286/mda-mm22pm3x6iep0i0t.mp4
如果爱还在DJ[1912*1080],https://vd3.bdstatic.com/mda-mm22v77x2pa2ca3q/1080p/cae_h264/1638502849479020956/mda-mm22v77x2pa2ca3q.mp4
我们本是陌生人DJ[1920],https://vd4.bdstatic.com/mda-mm91q7hesferyvf8/1080p/cae_h264/1639100653745697813/mda-mm91q7hesferyvf8.mp4
杏花落DJ[1920],https://vd2.bdstatic.com/mda-mmg2as5k7ecdrvft/1080p/cae_h264/1639706780406695537/mda-mmg2as5k7ecdrvft.mp4
最简单的情话DJ[1920],https://vd2.bdstatic.com/mda-mmv2get0vfeg1r3h/1080p/cae_h264/1640856944460584756/mda-mmv2get0vfeg1r3h.mp4
错过了你的温柔DJ[1920],https://vd4.bdstatic.com/mda-mmt1exjehqwy0rwb/1080p/cae_h264/1640662672060619710/mda-mmt1exjehqwy0rwb.mp4
2022最新车载劲爆DJ[1280],https://vd4.bdstatic.com/mda-mmvn4qe9rpn2hdx5/720p/h264/1640879640247910442/mda-mmvn4qe9rpn2hdx5.mp4
精选2022最好听车载DJ[1280],https://vd4.bdstatic.com/mda-mmvni2b30r4dw2d1/720p/h264/1640880585804842836/mda-mmvni2b30r4dw2d1.mp4
我一个人睡一个人醉DJ[1280],https://vd3.bdstatic.com/mda-nabeypfsjji7ayip/720p/h264_delogo/1641983789681624995/mda-nabeypfsjji7ayip.mp4
至嗨现场DJ[1280],https://vd3.bdstatic.com/mda-naaqsz2qyd6a5gw3/720p/h264_delogo/1641923856776960216/mda-naaqsz2qyd6a5gw3.mp4
韩国电音DJ[1920],https://vd3.bdstatic.com/mda-mev3hw0htz28h5wn/1080p/cae_h264/1622343504467773766/mda-mev3hw0htz28h5wn.mp4
殇雪DJ[1920],https://vd3.bdstatic.com/mda-mhve4gb9hi8cstzk/1080p/cae_h264/1630319514896018158/mda-mhve4gb9hi8cstzk.mp4
9首DJ舞曲[1920],https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
21年DJ爆红网络洗脑神曲[1920],https://vdse.bdstatic.com//bf4bb1d82b2eb17681c49e745dc2da21.mp4
Viva[1920],https://hls.myvideocontent.ru/hls2/vivarussia/index.m3u8
2021催泪情歌DJ[1280],https://vdse.bdstatic.com//b3a011133da73776af09309a9ee4d4c9.mp4
2021火爆女生版伤感DJ情歌[1920],https://vdse.bdstatic.com//8fe197e92568201d4899dfd3d94585a7.mp4
2021年网络火爆伤感情歌6首[1920],https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2021年最好听的DJ串烧[1280],https://vdse.bdstatic.com//cd396057d1fbcb12f0600d38a16effbc.mp4
2021年最火伤感音乐[1920],https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2021热门伤感DJ[1280],https://vdse.bdstatic.com//06b4e9b185b843e694e4d20e9b0a0aac.mp4
2021伤感洗脑神曲[1280],https://vdse.bdstatic.com//8ad29ca92a901b9992431cf0c5266101.mp4
2021最好听情歌[1280],https://vdse.bdstatic.com//e668900af1d683c1f8762c1184d516d3.mp4
2021最佳伤感情歌[1280],https://vdse.bdstatic.com//59c5abc138bf1da5585bb765c530137e.mp4
2021最新情歌[1920],https://vdse.bdstatic.com//3d84abfc356b7a2f128eea22fcb442a2.mp4
比较火的DJ情歌[1280],https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
绝美情歌DJ精选[1920],https://vdse.bdstatic.com//c5c64b60c9fdfbdfa3e959bb1d56c4b0.mp4
经典老歌[1280],https://vd2.bdstatic.com/mda-mhwbtsnrmm6v6x5r/sc/cae_h264/1630403250895754314/mda-mhwbtsnrmm6v6x5r.mp4
精选6首DJ情歌[1920],https://vdse.bdstatic.com//2ead9cf04f5e9e3a99eea79534c3c104.mp4
精选8首[1920],https://vdse.bdstatic.com//200ab148a9e867ad29f5fda4ac175305.mp4
精选五首DJ男声串烧[1920],https://vd2.bdstatic.com/mda-maqfk730tsig88wr/v2-hknm/1080p/mda-maqfk730tsig88wr.mp4
酒吧DJ舞曲[1920],https://vdse.bdstatic.com//5208fb24e1d76b0e81f992e91537f086.mp4
女生DJ伤感情歌[1920],https://vdse.bdstatic.com//8fe41305b5c64f8e11715b4dfd442c67.mp4
女生DJ洗脑神曲[1920],https://vdse.bdstatic.com//6d2f84ad5762c818efd8dc210d8743c6.mp4
欧美动感DJ[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyMqg4gUo-uSR5AU.mp4
欧美动感歌曲1[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgianW4gUoj9-Aaw.mp4
欧美动感歌曲2[1280],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAgpdia4gUo7oWfiAE.mp4
让人陶醉的几首DJ[1920],https://vdse.bdstatic.com//0f464b2beaf5887f90ac36b68fcd342f.mp4
忘川彼岸DJ[1920],https://vd2.bdstatic.com/mda-md2eyfntemujuft5/1080p/cae_h264/1617446472/mda-md2eyfntemujuft5.mp4
忘记你需要多久(DJ小鱼儿版)[1920],https://vd2.bdstatic.com/mda-mc1sm1r5s9azchjv/v1-cae/1080p/mda-mc1sm1r5s9azchjv.mp4
赵蕾蕾-寂寞的城伤心的人[1920],https://vd2.bdstatic.com/mda-mesdm11tdp69a9ye/1080p/cae_h264/1622115758783335310/mda-mesdm11tdp69a9ye.mp4
御龙归字谣[1920],http://antiserver.kuwo.cn/anti.s?rid=MUSIC_1164118&response=res&format=mp4&type=convert_url
拯救[1920],http://em.21dtv.com/songs/60119418.mkv
孙艺琪－寂寞的人别听伤感情歌[1920],https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
无情风雨无情的你[1280],https://vd3.bdstatic.com/mda-narj3sj9nxdry127/sc/bd265_cae_delogo/1643247988848787832/mda-narj3sj9nxdry127.mp4
